ManufacturerProvCode,ManufacturingTypeEn,MoisturePercent,FlavourEn,CharacteristicsEn,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,CheeseName,FatLevel
QC,Industrial,44.0,,Soft orange colour with a smooth and creamy texture,0,Firm Cheese,Cow,Pasteurized,No Rind,Oh Chiiz,lower fat
QC,Industrial,46.0,Subtle buttery flavour,,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Polichinel (Le),lower fat
AB,Industrial,53.0,,,0,Fresh Cheese,Cow,Pasteurized,No Rind,Bocconcini (Franco's Brand),lower fat
QC,Industrial,50.0,Butter tast with a light touch of goat cream,Made from 50% goat milk and 50% cow milk,0,,Cow and Goat,,,Double Joie (Le),lower fat
QC,Artisan,38.0,Hazelnut flavour with a hint of fruit and cream,It has a thin ochre coloured crust and ivory body,0,Firm Cheese,Cow,Thermised,,Canotier de l'Isle,higher fat
QC,Farmstead,43.0,,,0,Semi-soft Cheese,Ewe,Raw Milk,,Tomme au Poivre,higher fat
QC,Farmstead,43.0,,,0,Semi-soft Cheese,Ewe,Raw Milk,Brushed Rind,Vlimeux (Le),higher fat
QC,Industrial,50.0,,,0,Fresh Cheese,Goat,Pasteurized,No Rind,Bûchette de Chèvre (La),lower fat
QC,Industrial,39.0,,,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Cheddar Chèvre (Le),higher fat
QC,Industrial,55.0,,,0,Fresh Cheese,Goat,Pasteurized,No Rind,Chèvrai (Le),lower fat
QC,Industrial,60.0,Availble in roasted red peppers or cranberry and porto,,0,Fresh Cheese,Goat,Pasteurized,,Élite (L'),lower fat
QC,Industrial,52.0,Salty flavour,,0,Soft Cheese,Goat,Pasteurized,No Rind,Féta de Chèvre (Le),lower fat
QC,Industrial,42.0,,,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Mozzarella Chèvre (Le),lower fat
QC,Industrial,40.0,,,0,Firm Cheese,Ewe,Raw Milk,Washed Rind,Allegretto (Le),lower fat
QC,Industrial,50.0,,,0,Soft Cheese,Goat,Pasteurized,Washed Rind,Fumambule (Le),lower fat
QC,Industrial,50.0,,,0,Soft Cheese,"Cow, Goat and Ewe",Pasteurized,,Grand Manitou (Le),lower fat
QC,Artisan,40.0,,,0,,Goat,,,Boucané (Le),lower fat
QC,Artisan,41.0,,,0,,Goat,,,Tomme du Draveur (La),lower fat
QC,Artisan,55.0,,,0,Fresh Cheese,Cow,Raw Milk,Bloomy Rind,Gaulois de Portneuf (Le),lower fat
QC,Artisan,42.0,,,0,Firm Cheese,Ewe,Pasteurized,,Manchebello,higher fat
QC,Artisan,45.0,,,0,Veined Cheeses,Cow,Pasteurized,,Rébellion 1837,higher fat
QC,Artisan,42.0,,Cheese curds,0,Fresh Cheese,Cow,Pasteurized,No Rind,Fromage (Montebello),higher fat
QC,Artisan,48.0,,,0,Semi-soft Cheese,Cow,Pasteurized,,Tête à Papineau,lower fat
QC,Artisan,45.0,,,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,20 Vaches (Le),higher fat
QC,Artisan,50.0,,,0,,Goat,Pasteurized,Bloomy Rind,Ma Manière (Le),lower fat
ON,Artisan,42.6,Available in Cumin and jalapino spices,,0,Hard Cheese,Goat,,,Farm Cheese,lower fat
ON,Artisan,,,,0,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,Sheep In The Meadow (Best Baa Dairy),lower fat
ON,Artisan,75.0,,,0,Fresh Cheese,Ewe,Pasteurized,No Rind,Quark (Best Baa Dairy),lower fat
AB,Industrial,52.0,,,0,,Cow,,No Rind,Mozarella (Franco's Brand),lower fat
AB,Industrial,45.0,,,0,,Cow,,,Provoletta (Franco's Brand),lower fat
MB,Farmstead,42.0,,,0,,Cow,,,Muenster (Bothwell),lower fat
BC,Artisan,43.0,Available smoked,,0,Firm Cheese,Cow,,,Boerenkaas,higher fat
BC,Artisan,39.0,,,0,Firm Cheese,Cow,,No Rind,Courtenay Cheddar,higher fat
BC,Artisan,60.0,,,0,Fresh Cheese,Cow,,No Rind,Fior di Latte (Natural Pastures Cheese Company),lower fat
NL,Industrial,40.0,,,0,,Cow,,No Rind,Swiss (Central Dairies),lower fat
ON,Industrial,37.0,,,0,,Cow,,No Rind,Cheddar (Tres Stelle),higher fat
ON,Industrial,46.0,,,0,,Cow,,,Edam (Tres Stelle),lower fat
ON,Industrial,42.0,,,0,,Cow,,,Fruilano (Tres Stelle),lower fat
ON,Industrial,60.0,,,0,Fresh Cheese,Goat,,,Goat Cheese (Tres Stelle),lower fat
ON,Industrial,37.0,,,0,Firm Cheese,Cow,,,Montasio (Tres Stelle),higher fat
ON,Industrial,21.0,,,0,Hard Cheese,Ewe,,,Romano (Tres Stelle),higher fat
QC,Industrial,46.0,,,0,Firm Cheese,Cow,,,Rivière Rouge d'Oka,lower fat
QC,Industrial,38.0,,,0,Firm Cheese,Cow,,Washed Rind,Seigneurie du Lac-des-Deux-Montagnes (La) d'Oka,lower fat
QC,Industrial,39.0,,,0,Firm Cheese,Cow,,,Tomme des Cantons (Fromagerie 1860 Du Village) Saputo,higher fat
QC,Industrial,50.0,,,0,Soft Cheese,Cow,,Bloomy Rind,Trappeur (Le) Camembert Double crème,higher fat
QC,Industrial,50.0,,,0,Soft Cheese,Cow,,Bloomy Rind,Trappeur (Le) Brie Double crème,higher fat
QC,Industrial,86.0,,,0,Fresh Cheese,Cow,,No Rind,Quark cheese (Damafro),lower fat
QC,Industrial,50.0,,,0,Soft Cheese,Cow,,,Manoir (Le) Brie Double crème,higher fat
QC,Industrial,38.0,,,0,Fresh Cheese,Cow,,,Crémeux (Le),higher fat
QC,Industrial,26.0,,,0,,Cow,,,Fruitier de Montérégie,higher fat
QC,Industrial,25.0,,,0,Soft Cheese,Cow,,No Rind,Coeur de Brie,higher fat
NS,Industrial,40.0,,,0,,Cow,,No Rind,Swiss (Farmers Cooperative Dairy),lower fat
QC,Farmstead,36.0,,,0,Firm Cheese,Cow,Pasteurized,No Rind,Ménestrel (Le),higher fat
BC,Artisan,40.0,,,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Aged Farmhouse,higher fat
QC,Artisan,54.0,,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Marie-Charlotte,lower fat
QC,Industrial,42.0,,Grilling cheese,0,Firm Cheese,Cow,Pasteurized,,Démon (Le),lower fat
QC,Artisan,72.0,,,0,Fresh Cheese,Goat,,,Paysanne (La),lower fat
QC,Artisan,42.0,Nutty flavour,,0,Semi-soft Cheese,Goat,Pasteurized,,Du Charme,lower fat
QC,Farmstead,47.0,Fresh butter and almond,,0,Soft Cheese,Cow,Raw Milk,,Tremblay (Le),higher fat
QC,Industrial,32.0,Fruity sharp taste,,0,Hard Cheese,Cow,,No Rind,Parmesan Rivièra,lower fat
QC,Industrial,54.0,,,0,,Cow,,,Origine de Charevoix (L'),lower fat
QC,Artisan,33.0,,,0,Firm Cheese,Ewe,,Washed Rind,Tomme de Brebis de Charlevoix,higher fat
QC,Artisan,41.0,,,0,Veined Cheeses,Ewe,,,Bleu de Brebis de Charlevoix (Le),lower fat
BC,Artisan,30.0,Saveur de noisette,,0,Firm Cheese,Cow,Pasteurized,No Rind,Parmadammer,higher fat
ON,Artisan,42.0,"Light taste, a caramel like flavor, with a mild saltiness","Cream colored body with a smooth, firm texture",0,Hard Cheese,Goat,Pasteurized,No Rind,Golden Blyth,lower fat
NB,Farmstead,50.0,"It has a light fruity flavor which becomes more pronounced with time.  It is also available in cumin, pepper and mustard flavor.",It is a semi-soft cheese with a brushed natural rind.,1,Semi-soft Cheese,Goat,Pasteurized,Brushed Rind,Tomme Blanche,lower fat
NB,Farmstead,50.0,"Mild, light and delicate taste of mushrooms and nuts.",,0,Soft Cheese,Goat,Pasteurized,,Tintamarre (Le),lower fat
NB,Farmstead,50.0,Light nutty flavor becoming drier and sharper with age,It's bloomy ivory rind can become spekled with blue when aging.,1,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Petit Bayou (Le),lower fat
NB,Farmstead,50.0,Light fruity taste becoming more pronounced with age.,,0,Soft Cheese,Goat,Pasteurized,No Rind,Choupet's (Le),lower fat
NB,Farmstead,50.0,Light and fruity flavor.,Ash rind.,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Saint Manu (Le),lower fat
NB,Farmstead,50.0,It is lightly salted and comes in plain or garlic and chives.,It is creamy and spreadable.,0,Fresh Cheese,Goat,Pasteurized,No Rind,Faisselles (Les),lower fat
NB,Farmstead,50.0,Mild taste becoming stronger with age.,,0,Firm Cheese,Goat,Pasteurized,No Rind,Cheddar,lower fat
NB,Farmstead,50.0,Light and salty.,,0,Fresh Cheese,Goat,Pasteurized,No Rind,Fromage en grain,lower fat
NB,Farmstead,50.0,Mild flavor.,Lactic goat cheese.,0,Soft Cheese,Goat,Pasteurized,No Rind,Barbizon (Le),lower fat
NB,Farmstead,50.0,Mild mushroom and nut flavour.,Bloomy white rind.,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Cabriolet (Le),lower fat
NB,Farmstead,50.0,Young it has a light nutty flavor becoming more pungent with age.,,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Acadiac (L'),lower fat
NB,Farmstead,50.0,"Fresh milk flavor, available in the following versions: Paprika and fines herbs",Fresh goat ladle-molded.,0,Fresh Cheese,Goat,Pasteurized,No Rind,Petit Frais (Le),lower fat
NB,Farmstead,50.0,Garlic and pepper flavor.,,0,Semi-soft Cheese,Goat,Pasteurized,Bloomy Rind,Forban (Le),lower fat
NB,Farmstead,50.0,,It has a firm and chalky texture.,0,Firm Cheese,Goat,Pasteurized,No Rind,Feta,lower fat
QC,Artisan,33.0,Candied fruit flavor with hints of caramel.,,1,Firm Cheese,Cow,Raw Milk,,Frère Chasseur (Le),higher fat
QC,Artisan,42.0,,,0,Firm Cheese,Cow,Pasteurized,,Benedictus (Le),higher fat
ON,Farmstead,50.0,Buttery taste,Creamy and smoothe,0,Fresh Cheese,Ewe,Pasteurized,,Sheep Feta,lower fat
ON,Farmstead,35.0,A hint of natural sweetness,Smoothe and creamy,0,Fresh Cheese,Goat,Pasteurized,,Chèvre,lower fat
QC,Farmstead,44.0,,,0,Firm Cheese,Cow,,No Rind,Fou Raide (Le),lower fat
QC,Farmstead,42.0,Subtle buttery flavor.,,0,,Cow,,No Rind,Ayoye!,lower fat
QC,Farmstead,39.0,"Available in mild, medium, old and extra old",,0,Firm Cheese,Cow,,No Rind,Tiguidou,higher fat
QC,Farmstead,44.0,,,0,Firm Cheese,Cow,,No Rind,Skouik!,lower fat
QC,Farmstead,43.0,Light almond and cream flavor,,0,,Cow,,Washed Rind,Menoum!,lower fat
QC,Farmstead,55.0,,,0,Firm Cheese,Cow,,No Rind,Ben d'Adon!,lower fat
QC,Farmstead,52.0,,,0,Firm Cheese,Cow,,No Rind,Mamamia!,lower fat
QC,Farmstead,40.0,,,0,Hard Cheese,Cow,,No Rind,Rightrou!,lower fat
QC,Farmstead,39.0,,,1,Hard Cheese,Cow,,No Rind,Cheddar,higher fat
QC,Farmstead,40.0,,,1,Hard Cheese,Cow,,No Rind,Swiss,lower fat
QC,Farmstead,52.0,,,1,Firm Cheese,Cow,,,Mozzarella,lower fat
QC,Farmstead,55.0,,,1,Firm Cheese,Cow,,No Rind,Judicieux (Le),lower fat
QC,Farmstead,43.0,,,1,Hard Cheese,Cow,,No Rind,Gouda,lower fat
QC,Industrial,50.0,A distinctive touch of salt and spices,,0,Firm Cheese,Cow,Pasteurized,No Rind,Baya,lower fat
QC,Industrial,35.0,"It is pickled in brine, which gives it a special salty taste.  Also available in BBQ",,0,Firm Cheese,Cow,Pasteurized,No Rind,Tortillon,higher fat
QC,Artisan,67.0,A light taste of garlic and herbs,It is a fresh spreadable cheese,0,Fresh Cheese,Cow,Pasteurized,No Rind,Fréchette,lower fat
QC,Artisan,35.0,Mild butter flavour,,0,Firm Cheese,Ewe,Thermised,Washed Rind,Zacharie Cloutier,higher fat
QC,Farmstead,43.0,It has a fruity flavor,,0,Semi-soft Cheese,Ewe,Pasteurized,Washed Rind,Douce Folie,lower fat
QC,Farmstead,61.0,,,0,Fresh Cheese,Ewe,Pasteurized,No Rind,Fetaccompli,lower fat
QC,Farmstead,72.0,"It is available in the following flavors: fine herbs, olives or sun dried tomatoes",,0,Fresh Cheese,Ewe,Pasteurized,No Rind,Petit Péché (Le),lower fat
QC,Farmstead,47.0,Light nutty taste,,0,Semi-soft Cheese,Ewe,Pasteurized,Bloomy Rind,Petitrond,lower fat
QC,Farmstead,43.0,,,0,Fresh Cheese,Ewe,Pasteurized,No Rind,Fromage Frais,lower fat
QC,Industrial,58.0,"It has flavous of butter, fresh mushrooms and hazelnuts that become more pronounced with age",It has a bloomy rind with a creamy interior,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Légère Brise du Matin,lower fat
QC,Industrial,34.0,"It exudes rich nutty, buttery touches, and its orange rind gives it a melt in your mouth caramel flavour",It is a hard cheese with a orangy washed rind,0,Firm Cheese,Cow,Pasteurized,Washed Rind,Pacific Rock,higher fat
QC,Industrial,50.0,"A perfect harmonie of mushrooms, cream and fresh butter flavours",It is a soft cheese with a washed rind,0,Soft Cheese,Cow,Pasteurized,Washed Rind,Le Reflet de Portneuf,higher fat
QC,Industrial,50.0,"A farm butter taste of warm milk, with aromas of freshly churned soil and forest mushrooms mingle",This is a soft triple cream cheese with a bloomy ashen rind,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Étoile de Saint-Raymond L',higher fat
QC,Industrial,60.0,The taste of the cheese is made richer and milder by the roundness of the flavour imparted by fresh cow's milk,,0,Fresh Cheese,Cow and Goat,,No Rind,Mi Chèvre-Mi Vache,lower fat
QC,Industrial,60.0,,,0,Soft Cheese,Cow,Pasteurized,No Rind,Crème Grand Cheddar,lower fat
BC,Artisan,38.0,Mild buttery flavour with a good kick of chillies,Artisan cheese,0,Firm Cheese,Cow,Pasteurized,No Rind,Oo La La Hot Jill,higher fat
BC,Artisan,38.0,Buttery flavour with hints of red wine,Artisanal cheese,0,Firm Cheese,Cow,Pasteurized,,Tipsy Jill,higher fat
NS,Artisan,40.0,Mushroomy flavour,A mild exceptionally creamy blue,0,Semi-soft Cheese,Cow,Pasteurized,,Urban Blue,higher fat
QC,Industrial,55.0,with fine herbs,Stabalized,0,Soft Cheese,Cow,Pasteurized,No Rind,Allegro 4%,lower fat
QC,Artisan,42.0,Natural smoked flavour,,0,,Cow,Pasteurized,,Bleu Fumé,higher fat
QC,Artisan,42.0,Pronounced taste,,0,Semi-soft Cheese,Cow,Pasteurized,,Bleu Extra-Fort,higher fat
QC,Industrial,39.0,Nutty flavour becoming more pungent with age,,0,Firm Cheese,Cow,Pasteurized,No Rind,Raftman,higher fat
QC,Artisan,39.0,,,0,Firm Cheese,Cow,Pasteurized,No Rind,Fontaine (La),higher fat
QC,Artisan,41.0,Lightly salted,,0,Fresh Cheese,Cow,Pasteurized,No Rind,Fromage en grain,higher fat
QC,Industrial,39.0,,,0,Firm Cheese,Cow,Pasteurized,No Rind,Albert Hébert (1ière génération),higher fat
QC,Industrial,39.0,Nutty flavour becoming more pungent with age,,0,Firm Cheese,Cow,Pasteurized,No Rind,Donna Hébert (2ième génération),higher fat
QC,Industrial,39.0,,,0,Firm Cheese,Cow,Pasteurized,No Rind,Gilles Hébert (3ième génération),higher fat
QC,Industrial,39.0,,,0,Firm Cheese,Cow,Pasteurized,No Rind,Mario Hébert (4ième génération),higher fat
QC,Artisan,43.0,Natural smoked flavour,,0,Firm Cheese,Cow,Pasteurized,,Fontina Fumé,higher fat
QC,Industrial,40.0,Mild and fruity flavour,,0,Firm Cheese,Cow,Pasteurized,No Rind,Cogruet,lower fat
QC,Industrial,39.0,Roasted garlic taste,,0,Firm Cheese,Cow,Pasteurized,Bloomy Rind,Tomme des cantons,higher fat
QC,Farmstead,75.0,,,0,Fresh Cheese,Cow,Pasteurized,No Rind,p'tit blanchon (le),lower fat
QC,Artisan,50.0,Milk and cream flavour,,0,Fresh Cheese,Cow,Pasteurized,Bloomy Rind,Pont Tournant (Le),lower fat
QC,Artisan,58.0,Nutty flavour,,0,Fresh Cheese,Cow,Pasteurized,Bloomy Rind,Côte-Sud (Le),lower fat
QC,Artisan,56.0,,It has a white duvet crust,0,Soft Cheese,Cow,Pasteurized,,L'Aubert de Gaspé,lower fat
QC,Industrial,42.0,Smoked in maple wood,,0,Semi-soft Cheese,Cow,Pasteurized,,Trésor du Fumoir,lower fat
QC,Farmstead,45.0,,,0,Semi-soft Cheese,Cow,Thermised,,Religieuse,higher fat
QC,Artisan,50.0,Mild almond flavour,,0,,Ewe,Pasteurized,,Fleur des Monts (Les),higher fat
QC,Artisan,40.0,Mild flavoured,,0,,Ewe,Pasteurized,,Bleu (Le),lower fat
QC,Artisan,50.0,"It explodes with vanilla flavour to start, then goes through a strong espresso flavour to finish with a delicious dark chocolate taste.",,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Récompense (La),lower fat
QC,Industrial,55.0,,,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Allégro 7%,lower fat
QC,Farmstead,46.0,It has a caramalized buttery flavour.,,0,Semi-soft Cheese,Cow,Pasteurized,,Ballot (Le),lower fat
QC,Farmstead,41.0,Flavour of nuts and cream,,0,Firm Cheese,Cow,Pasteurized,,Fleur de Weedon (La),lower fat
QC,Farmstead,42.0,Nutty flavour,,0,Firm Cheese,Cow,Pasteurized,No Rind,Épave (L'),lower fat
QC,Artisan,39.0,Its taste has hints of mushrooms and nuts.,,0,Firm Cheese,Cow,Thermised,Brushed Rind,Herman (Le),higher fat
QC,Artisan,40.0,The cheese is a little salty with notes of wine and hazelnut,,0,Semi-soft Cheese,Cow,Thermised,,Porto Bleu (Le),lower fat
QC,Artisan,46.0,A subtle taste of almond and milk,,0,Firm Cheese,Cow,Thermised,,Tablée (La),lower fat
QC,Artisan,40.0,This cheese has a hazelnut flavour and is slightly salty,,0,Semi-soft Cheese,Ewe,Raw Milk,,Étoile Bleue de Saint-Rémi (L'),lower fat
NB,Farmstead,50.0,With a pepper and garlic flavour,Creamy cheese with pepper and garlic,0,Fresh Cheese,Goat,Pasteurized,,Poivroux (Le),lower fat
NB,Farmstead,50.0,Mild flavour,,0,Soft Cheese,Goat,Pasteurized,,Petit lardé (Le),lower fat
QC,Farmstead,68.0,,,0,Semi-soft Cheese,Ewe,,Washed Rind,Gigot (Le),higher fat
AB,Farmstead,55.0,"This cheese is available in the following flavours: Tomato Basil, Herb and Garlic, Peppercorn, olive as well as plain",It is tangy and salty with a smooth creamy texture.,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Traditional Feta,lower fat
QC,Industrial,39.0,"Hazelnut taste that sharpens with age. Available: mild, medium, strong, extra-strong 1 year, 2 years and 3 years",,1,Firm Cheese,Cow,Thermised,No Rind,"Cheddar (Biobio) - Mild, medium and strong",higher fat
QC,Industrial,43.0,"Young, mild-tasting soft cheese",,1,Firm Cheese,Cow,Thermised,No Rind,Gouda (Biobio),lower fat
SK,Artisan,17.0,"Salty with a slightly lemony flavour profile. It's excellent on barbecued burgers or grilled salmon, with watermelon salads, and is an excellent addition to any summer recipe. Made from Saskatchewan",,0,Soft Cheese,Cow,Pasteurized,,Coteau Hills Creamery Balkan Feta Style,higher fat
AB,Artisan,31.0,"Dill, buttery and creamy lactic flavor",Daily fresh,0,Firm Cheese,Cow,Pasteurized,No Rind,Dill Cheddar,higher fat
AB,Artisan,31.0,"Garlic, buttery and creamy lactic flavor",Daily fresh,0,Firm Cheese,Cow,Pasteurized,No Rind,Garlic Cheddar,higher fat
AB,Artisan,42.0,"Slightly salted, whey aftertaste",Daily Fresh,0,,,,,Cheese Curds,higher fat
AB,Artisan,40.0,"Smoky, buttery and creamy lactic flavor",Daily Fresh,0,Firm Cheese,Cow,Pasteurized,No Rind,Smoky/Smoke Cheddar (Apple Wood),higher fat
NB,Farmstead,50.0,,Trapezoidal-shaped cheese with a washed orange rind and complex fruity aromas.,0,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,Cancre,lower fat
NB,Farmstead,50.0,,A cheese with a strong taste,0,Semi-soft Cheese,Goat,Pasteurized,,Brigand,lower fat
NB,Farmstead,50.0,Mild and creamy taste,Ashed cheese with maritime pine ashes,0,Soft Cheese,Goat,Pasteurized,,Gavroche,lower fat
NB,Farmstead,50.0,Maple Hazelnut,Fresh goat ladle-molded,0,Soft Cheese,Goat,Pasteurized,,Petit frais aux noix et sirop d'érable,lower fat
NB,Farmstead,50.0,pepper and garlic,Small aperitif cheese balls,0,Semi-soft Cheese,Goat,Pasteurized,,Petits caprice,lower fat
NB,Farmstead,50.0,Unsweetened cranberry,Fresh goat ladle-molded,0,Fresh Cheese,Goat,Pasteurized,,Petit frais aux canneberges,lower fat
NS,Farmstead,37.0,"Dill, Caraway, Chili Pepper, Cumin, Sage, Chives, Peppercorn, Poppy Seed and Garlic, Blueberry and Cranberry.",Fresh curds through a variety of added Organic Herbs and Spices to the Mature Aged Cheddar with a rich mellow nutty flavour.,1,Hard Cheese,Cow,Pasteurized,,Knoydart,higher fat
AB,Industrial,46.0,Mild and Deep Flavor,Low in Sodium and Fat,0,Fresh Cheese,Cow,Pasteurized,,FRESK-O,lower fat
NS,Artisan,40.0,Grassy tang and restrained saltiness that reflects the land and sea of Nova Scotia.,,0,Veined Cheeses,Ewe,Thermised,,Electric Blue,higher fat
NS,Artisan,34.0,Sweet and tangy flavours combine with hoppy notes.,,0,Semi-soft Cheese,Ewe,Thermised,Washed Rind,Hip Hop,higher fat
AB,Artisan,31.5,"Available in different flavor: original, herb and garlic, chive and onion, BBQ, dill and chili.",Soft Squeaky Fresh Cheese.,0,Fresh Cheese,Cow,Pasteurized,No Rind,Super Fresh Cheese Curds,higher fat
